EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome(KM),Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,HourlyRate,NumCompaniesWorked,Over18,OverTime,SalaryHike %,PerformanceRating,RelationshipSatisfaction,StandardWorkingHours,StockOptionLevel,TotalExperience(Years),TrainingsLastYear,WorkLifeBalance,YearsatCompany,YearsinCurrentRole,YearsSincePromotion,YearsWithCurrManager
VK10510,42,36-45,No,Travel_Rarely,933,Operations,29,3,Life Sciences,1,836,2,Male,3,2,Manufacturing Director,2,Married,"₹ 84,524",10+ LPA,528.28,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8
VK10890,42,36-45,No,Travel-Frequently,1271,Operations,2,1,Medical,1,875,2,Male,3,1,Research Scientist,4,Single,"₹ 97,573",10+ LPA,609.83,5,Y,Yes,14,3,4,80,0,8,2,3,2,1,2,2
VK10940,42,36-45,No,Travel_Rarely,1265,Operations,3,3,Life Sciences,1,894,3,Female,4,2,Laboratory Technician,4,Married,"₹ 13,219",0-3 LPA,82.62,2,Y,Yes,13,3,2,80,1,17,1,2,5,3,1,3
VK11300,42,36-45,No,Travel_Rarely,462,IT,14,2,Medical,1,936,3,Female,2,2,Sales Executive,3,Single,"₹ 1,235",0-3 LPA,7.72,7,Y,No,17,3,1,80,0,10,6,3,5,4,0,3
VK12640,42,36-45,No,Travel_Rarely,265,IT,5,2,Marketing,1,1029,4,Male,3,5,Manager,3,Married,"₹ 43,929",3-6 LPA,274.56,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0
VK12880,42,36-45,No,Travel_Rarely,469,Operations,2,2,Medical,1,1109,4,Male,3,4,Manager,1,Married,"₹ 68,444",6-10 LPA,427.78,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7
VK13210,42,36-45,No,Travel_Rarely,188,Operations,29,3,Medical,1,1148,2,Male,1,2,Laboratory Technician,4,Single,"₹ 9,567",0-3 LPA,59.79,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0
VK13260,42,36-45,Yes,Travel-Frequently,481,IT,12,3,Life Sciences,1,1167,3,Male,3,4,Sales Executive,1,Single,"₹ 71,792",6-10 LPA,448.7,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14
VK13580,42,36-45,No,Travel_Rarely,647,IT,4,4,Marketing,1,1171,2,Male,3,2,Sales Executive,1,Single,"₹ 66,441",6-10 LPA,415.26,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5
VK13790,42,36-45,No,Non-Travel,179,Human Resources,2,5,Medical,1,1231,4,Male,4,2,Human Resources,1,Married,"₹ 85,555",10+ LPA,534.72,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3
VK14050,42,36-45,No,Travel-Frequently,458,Operations,26,5,Medical,1,1242,1,Female,3,3,Research Director,1,Married,"₹ 74,698",6-10 LPA,466.86,3,Y,Yes,17,3,3,80,0,20,6,3,1,0,0,0
VK14200,42,36-45,No,Travel_Rarely,603,Operations,7,4,Medical,1,1292,2,Female,4,2,Research Scientist,2,Married,"₹ 6,415",0-3 LPA,40.09,6,Y,Yes,16,3,4,80,0,18,2,3,1,0,0,0
VK14440,42,36-45,No,Non-Travel,495,Operations,2,1,Life Sciences,1,1334,3,Male,3,4,Manager,3,Married,"₹ 37,159",3-6 LPA,232.24,0,Y,Yes,13,3,4,80,0,21,3,2,20,8,2,10
VK0360,42,36-45,No,Travel_Rarely,1147,Finance,10,3,Human Resources,1,1408,3,Female,3,4,Manager,1,Married,"₹ 44,925",3-6 LPA,280.78,0,Y,No,14,3,3,80,1,21,5,3,20,7,0,9
VK1200,42,36-45,No,Travel-Frequently,748,Operations,9,2,Medical,1,1480,1,Female,3,1,Laboratory Technician,4,Single,"₹ 6,951",0-3 LPA,43.44,1,Y,No,13,3,3,80,0,12,3,3,12,9,5,8
VK1310,42,36-45,No,Travel_Rarely,1210,Operations,2,3,Medical,1,1542,3,Male,2,1,Laboratory Technician,2,Married,"₹ 88,388",10+ LPA,552.42,4,Y,No,14,3,2,80,1,4,3,3,1,0,0,0
VK1940,42,36-45,No,Travel-Frequently,288,Operations,2,3,Life Sciences,1,1547,4,Male,3,3,Healthcare Representative,4,Married,"₹ 9,007",0-3 LPA,56.29,2,Y,Yes,14,3,3,80,1,24,3,1,20,8,13,9
VK2360,42,36-45,No,Travel_Rarely,1059,Operations,9,2,Other,1,1595,4,Male,2,5,Manager,4,Single,"₹ 42,832",3-6 LPA,267.7,8,Y,No,22,4,4,80,0,24,2,3,1,0,0,1
VK3160,42,36-45,No,Travel_Rarely,855,Operations,12,3,Medical,1,1768,2,Male,3,1,Laboratory Technician,2,Married,"₹ 59,596",6-10 LPA,372.48,8,Y,No,22,4,2,80,3,7,6,2,5,3,0,4
VK3310,42,36-45,No,Travel_Rarely,1128,Operations,13,3,Medical,1,1803,2,Male,4,2,Healthcare Representative,1,Married,"₹ 31,523",3-6 LPA,197.02,5,Y,No,18,3,3,80,2,10,2,2,0,0,0,0
VK3340,42,36-45,No,Non-Travel,355,Operations,10,4,Technical Degree,1,1854,3,Male,3,1,Research Scientist,3,Married,"₹ 89,861",10+ LPA,561.63,3,Y,No,22,4,2,80,2,10,1,2,6,3,3,3
VK3910,42,36-45,No,Travel_Rarely,1142,Operations,8,3,Life Sciences,1,1860,4,Male,3,1,Laboratory Technician,3,Single,"₹ 87,740",10+ LPA,548.38,4,Y,No,13,3,4,80,0,8,3,3,0,0,0,0
VK3960,42,36-45,No,Travel_Rarely,1396,Operations,6,3,Medical,1,1911,3,Male,3,3,Research Director,1,Married,"₹ 16,524",0-3 LPA,103.28,9,Y,No,13,3,2,80,1,18,3,4,13,7,5,7
VK3970,42,36-45,No,Travel_Rarely,419,IT,12,4,Marketing,1,1943,2,Male,3,2,Sales Executive,4,Married,"₹ 20,282",0-3 LPA,126.76,3,Y,Yes,12,3,3,80,2,14,4,3,0,0,0,0
VK4900,42,36-45,No,Non-Travel,335,Operations,23,2,Life Sciences,1,1976,4,Male,2,2,Research Scientist,3,Single,"₹ 24,930",0-3 LPA,155.81,1,Y,No,12,3,4,80,0,20,2,3,20,9,3,7
VK4920,42,36-45,No,Travel_Rarely,557,Operations,18,4,Life Sciences,1,1998,4,Male,3,2,Research Scientist,1,Married,"₹ 1,077",0-3 LPA,6.73,6,Y,Yes,17,3,3,80,1,9,3,2,4,3,1,2
VK5490,42,36-45,No,Travel_Rarely,300,Operations,2,3,Life Sciences,1,2031,1,Male,3,5,Manager,3,Married,"₹ 21,611",0-3 LPA,135.07,5,Y,No,11,3,1,80,0,24,2,2,22,6,4,14
VK6100,43,36-45,No,Travel_Rarely,1273,Operations,2,2,Medical,1,46,4,Female,4,1,Research Scientist,3,Married,"₹ 17,984",0-3 LPA,112.4,1,Y,No,12,3,4,80,2,6,3,2,5,3,1,4
VK6510,43,36-45,No,Travel-Frequently,394,IT,26,2,Life Sciences,1,158,3,Male,3,4,Manager,4,Married,"₹ 15,060",0-3 LPA,94.12,1,Y,Yes,12,3,4,80,2,25,3,4,25,12,4,12
VK6620,43,36-45,No,Travel-Frequently,957,Operations,28,3,Medical,1,171,2,Female,4,1,Research Scientist,3,Single,"₹ 83,985",10+ LPA,524.91,4,Y,No,12,3,4,80,0,18,2,3,3,2,1,2
VK7760,43,36-45,No,Non-Travel,1344,Operations,7,3,Medical,1,262,4,Male,4,1,Research Scientist,4,Single,"₹ 85,056",10+ LPA,531.6,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2
VK8130,43,36-45,No,Travel_Rarely,1034,IT,16,3,Marketing,1,327,4,Female,3,4,Manager,4,Married,"₹ 44,303",3-6 LPA,276.89,5,Y,Yes,22,4,3,80,1,22,3,3,17,13,1,9
VK8500,43,36-45,No,Travel-Frequently,185,Operations,10,4,Life Sciences,1,430,3,Female,3,1,Laboratory Technician,4,Single,"₹ 60,207",6-10 LPA,376.29,0,Y,No,19,3,1,80,0,9,5,3,8,7,1,7
VK8990,43,36-45,No,Travel-Frequently,559,Operations,10,4,Life Sciences,1,448,3,Female,2,2,Laboratory Technician,3,Single,"₹ 76,046",6-10 LPA,475.29,1,Y,No,11,3,2,80,1,9,3,4,9,7,0,0
VK9270,43,36-45,No,Travel_Rarely,1001,Operations,7,3,Life Sciences,1,451,3,Female,3,3,Healthcare Representative,1,Married,"₹ 30,287",3-6 LPA,189.29,8,Y,No,16,3,1,80,1,10,1,2,1,0,0,0
VK9960,43,36-45,No,Travel_Rarely,982,Operations,12,3,Life Sciences,1,520,1,Male,2,4,Research Director,2,Married,"₹ 94,709",10+ LPA,591.93,1,Y,No,11,3,3,80,1,25,3,3,25,10,3,9
VK11340,43,36-45,No,Travel-Frequently,313,Operations,21,3,Medical,1,525,4,Male,3,1,Laboratory Technician,4,Married,"₹ 40,711",3-6 LPA,254.44,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2
VK11860,43,36-45,No,Travel_Rarely,1473,Operations,8,4,Other,1,526,3,Female,3,2,Healthcare Representative,3,Married,"₹ 12,954",0-3 LPA,80.96,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2
VK12170,43,36-45,No,Travel_Rarely,782,Operations,6,4,Other,1,661,2,Male,2,4,Research Director,4,Married,"₹ 74,340",6-10 LPA,464.62,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0
VK12630,43,36-45,No,Travel-Frequently,1001,Operations,9,5,Medical,1,663,4,Male,3,2,Laboratory Technician,3,Single,"₹ 73,101",6-10 LPA,456.88,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,
VK12700,43,36-45,No,Travel-Frequently,775,IT,15,3,Life Sciences,1,754,4,Male,2,2,Sales Executive,4,Married,"₹ 72,520",6-10 LPA,453.25,3,Y,No,18,3,3,80,1,7,5,3,2,2,2,2
VK12940,43,36-45,No,Travel_Rarely,589,Operations,14,2,Life Sciences,1,843,2,Male,3,4,Research Director,1,Married,"₹ 88,062",10+ LPA,550.39,6,Y,No,24,4,3,80,1,22,3,3,4,1,1,0
VK13170,43,36-45,No,Travel-Frequently,422,Operations,1,3,Life Sciences,1,902,4,Female,3,2,Healthcare Representative,4,Married,"₹ 19,574",0-3 LPA,122.34,4,Y,No,13,3,2,80,1,12,2,2,5,2,2,2
VK13310,43,36-45,No,Travel_Rarely,177,Operations,8,3,Life Sciences,1,920,1,Female,3,2,Manufacturing Director,2,Married,"₹ 10,184",0-3 LPA,63.65,4,Y,No,21,4,3,80,1,4,2,4,1,0,0,0
VK14000,43,36-45,No,Travel_Rarely,415,IT,25,3,Medical,1,1076,3,Male,2,3,Sales Executive,4,Married,"₹ 20,096",0-3 LPA,125.6,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0
VK0290,43,36-45,No,Travel-Frequently,1082,Operations,27,3,Life Sciences,1,1126,3,Female,3,3,Manufacturing Director,1,Married,"₹ 68,728",6-10 LPA,429.55,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1
VK0320,43,36-45,Yes,Travel_Rarely,1372,IT,9,3,Marketing,1,1188,1,Female,1,2,Sales Executive,3,Single,"₹ 35,016",3-6 LPA,218.85,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3
VK0530,43,36-45,No,Travel_Rarely,920,Operations,3,3,Life Sciences,1,1255,3,Male,1,5,Research Director,4,Married,"₹ 12,246",0-3 LPA,76.54,3,Y,No,14,3,2,80,1,25,2,3,8,7,0,7
VK1000,43,36-45,No,Travel_Rarely,531,IT,4,4,Marketing,1,1293,4,Female,2,3,Sales Executive,4,Single,"₹ 46,558",3-6 LPA,290.99,3,Y,No,14,3,4,80,0,23,3,4,21,7,15,17
VK2870,43,36-45,No,Travel_Rarely,930,Operations,6,3,Medical,1,1402,1,Female,2,2,Research Scientist,3,Single,"₹ 19,381",0-3 LPA,121.13,1,Y,Yes,14,3,1,80,0,20,3,1,20,7,1,8
VK4940,43,36-45,No,Travel_Rarely,990,Operations,27,3,Technical Degree,1,1599,4,Male,4,1,Laboratory Technician,2,Married,"₹ 37,455",3-6 LPA,234.09,5,Y,No,12,3,3,80,1,8,0,3,6,4,0,2
VK4980,43,36-45,No,Travel_Rarely,1291,Operations,15,2,Life Sciences,1,1666,3,Male,2,4,Research Director,3,Married,"₹ 93,263",10+ LPA,582.89,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11
VK5440,43,36-45,No,Travel_Rarely,1179,IT,2,3,Medical,1,1706,4,Male,3,2,Sales Executive,4,Married,"₹ 5,018",0-3 LPA,31.36,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8
VK6180,43,36-45,Yes,Travel-Frequently,807,Operations,17,3,Technical Degree,1,1767,3,Male,2,1,Research Scientist,3,Married,"₹ 12,302",0-3 LPA,76.89,9,Y,Yes,16,3,4,80,1,6,4,3,1,0,0,0
VK6320,43,36-45,No,Travel_Rarely,244,Finance,2,3,Life Sciences,1,1778,2,Male,3,1,Human Resources,4,Single,"₹ 68,506",6-10 LPA,428.16,0,Y,No,13,3,2,80,0,10,5,3,9,7,1,8
VK6590,43,36-45,No,Non-Travel,343,Operations,9,3,Life Sciences,1,1813,1,Male,3,1,Research Scientist,3,Single,"₹ 42,157",3-6 LPA,263.48,4,Y,No,13,3,3,80,0,7,2,2,3,2,1,2
VK7510,43,36-45,No,Travel-Frequently,1422,IT,2,4,Life Sciences,1,1849,1,Male,3,2,Sales Executive,4,Married,"₹ 55,917",6-10 LPA,349.48,1,Y,No,20,4,3,80,1,7,5,3,7,7,7,7
VK7900,43,36-45,No,Travel_Rarely,823,Operations,6,3,Medical,1,1866,1,Female,2,5,Manager,3,Married,"₹ 93,738",10+ LPA,585.86,7,Y,No,13,3,4,80,0,21,2,3,16,12,6,14
VK8580,43,36-45,No,Travel_Rarely,574,Operations,11,3,Life Sciences,1,1971,1,Male,3,3,Healthcare Representative,3,Married,"₹ 97,646",10+ LPA,610.29,1,Y,No,17,3,2,80,1,10,1,3,10,9,0,9
VK8630,44,36-45,No,Travel_Rarely,477,Operations,7,4,Medical,1,36,1,Female,2,3,Healthcare Representative,4,Married,"₹ 84,122",10+ LPA,525.76,3,Y,No,14,3,4,80,1,24,4,3,22,6,5,
VK8760,44,36-45,No,Travel_Rarely,1459,Operations,10,4,Other,1,40,4,Male,3,2,Healthcare Representative,4,Married,"₹ 25,519",3-6 LPA,159.49,2,Y,Yes,13,3,4,80,0,9,5,4,4,2,1,3
VK8920,44,36-45,No,Travel_Rarely,1488,IT,1,5,Marketing,1,68,2,Female,3,2,Sales Executive,1,Married,"₹ 97,809",10+ LPA,611.31,5,Y,Yes,21,4,3,80,1,9,2,2,4,3,1,3
VK9080,44,36-45,No,Non-Travel,489,Operations,23,3,Medical,1,132,2,Male,3,2,Laboratory Technician,2,Married,"₹ 88,487",10+ LPA,553.04,4,Y,No,12,3,3,80,1,17,3,4,3,2,1,2
VK9230,44,36-45,Yes,Travel-Frequently,920,Operations,24,3,Life Sciences,1,392,4,Male,3,1,Laboratory Technician,3,Single,"₹ 57,819",6-10 LPA,361.37,3,Y,Yes,22,4,4,80,1,19,0,1,1,0,0,0
VK9290,44,36-45,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,1,Female,2,2,Human Resources,3,Single,"₹ 81,910",6-10 LPA,511.94,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2
VK9540,44,36-45,No,Travel_Rarely,1315,Operations,3,4,Other,1,671,4,Male,3,5,Manager,4,Married,"₹ 72,324",6-10 LPA,452.02,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1
VK10430,44,36-45,No,Non-Travel,381,Operations,24,3,Medical,1,744,1,Male,1,1,Laboratory Technician,3,Single,"₹ 6,408",0-3 LPA,40.05,2,Y,No,14,3,3,80,0,9,5,3,5,2,1,4
VK10470,44,36-45,No,Travel_Rarely,625,Operations,4,3,Medical,1,852,4,Male,3,2,Healthcare Representative,2,Single,"₹ 60,379",6-10 LPA,377.37,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3
VK10520,44,36-45,No,Travel_Rarely,986,Operations,8,4,Life Sciences,1,874,1,Male,4,1,Laboratory Technician,4,Married,"₹ 26,053",3-6 LPA,162.83,2,Y,Yes,24,4,3,80,1,10,2,2,3,2,0,2
VK10630,44,36-45,No,Travel_Rarely,661,Operations,9,2,Life Sciences,1,913,2,Male,3,1,Research Scientist,1,Married,"₹ 10,446",0-3 LPA,65.29,1,Y,Yes,13,3,4,80,0,8,0,3,8,7,7,1
VK10790,44,36-45,No,Travel_Rarely,1448,IT,28,3,Medical,1,1039,4,Female,4,4,Sales Executive,4,Married,"₹ 1,922",0-3 LPA,12.01,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11
VK11410,44,36-45,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,2,Male,2,3,Human Resources,1,Married,"₹ 99,723",10+ LPA,623.27,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6
VK11660,44,36-45,Yes,Travel_Rarely,1097,Operations,10,4,Life Sciences,1,1200,3,Male,3,1,Research Scientist,3,Single,"₹ 52,356",6-10 LPA,327.23,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2
VK12010,44,36-45,No,Non-Travel,111,Operations,17,3,Life Sciences,1,1206,4,Male,1,1,Research Scientist,3,Single,"₹ 11,789",0-3 LPA,73.68,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0
VK12150,44,36-45,No,Travel_Rarely,200,Operations,29,4,Other,1,1225,4,Male,3,2,Research Scientist,4,Single,"₹ 98,720",10+ LPA,617,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17
VK12800,44,36-45,No,Travel_Rarely,1117,Operations,2,1,Life Sciences,1,1246,1,Female,4,1,Research Scientist,4,Married,"₹ 67,656",6-10 LPA,422.85,1,Y,No,13,3,4,80,1,10,5,3,10,5,7,7
VK13530,44,36-45,No,Travel_Rarely,1099,IT,5,3,Marketing,1,1267,2,Male,3,5,Manager,2,Married,"₹ 45,028",3-6 LPA,281.42,7,Y,No,11,3,3,80,1,26,5,3,22,9,3,10
VK14360,44,36-45,No,Travel_Rarely,1199,Operations,4,2,Life Sciences,1,1288,3,Male,4,5,Manager,1,Married,"₹ 65,484",6-10 LPA,409.28,1,Y,No,14,3,4,80,2,26,4,2,25,9,14,13
VK0680,44,36-45,Yes,Travel_Rarely,621,Operations,15,3,Medical,1,1295,1,Female,3,3,Healthcare Representative,4,Married,"₹ 33,154",3-6 LPA,207.21,1,Y,No,11,3,4,80,1,10,2,3,10,7,0,5
VK0780,44,36-45,Yes,Travel_Rarely,935,Operations,3,3,Life Sciences,1,1333,1,Male,3,1,Laboratory Technician,1,Married,"₹ 83,870",10+ LPA,524.19,4,Y,No,12,3,3,80,0,10,4,4,3,2,1,2
VK1420,44,36-45,No,Non-Travel,981,Operations,5,3,Life Sciences,1,1471,3,Male,2,1,Laboratory Technician,3,Single,"₹ 3,336",0-3 LPA,20.85,3,Y,No,14,3,4,80,0,7,5,3,5,2,0,3
VK1540,44,36-45,No,Travel_Rarely,1467,Operations,20,3,Life Sciences,1,1475,4,Male,3,1,Research Scientist,2,Single,"₹ 68,779",6-10 LPA,429.87,1,Y,No,13,3,3,80,0,6,3,2,5,2,1,3
VK1750,44,36-45,No,Travel-Frequently,383,IT,1,5,Marketing,1,1481,1,Female,3,2,Sales Executive,3,Married,"₹ 20,029",0-3 LPA,125.18,7,Y,No,12,3,3,80,1,11,4,2,1,0,0,0
VK1950,44,36-45,No,Travel-Frequently,1193,Operations,2,1,Medical,1,1496,2,Male,3,3,Manufacturing Director,3,Single,"₹ 60,201",6-10 LPA,376.26,5,Y,Yes,18,3,2,80,0,16,2,2,2,2,2,2
VK2190,44,36-45,No,Travel_Rarely,136,Operations,28,3,Life Sciences,1,1523,4,Male,3,4,Research Director,1,Married,"₹ 33,265",3-6 LPA,207.91,3,Y,No,13,3,3,80,1,24,1,4,20,6,14,17
VK2450,44,36-45,No,Travel_Rarely,1313,Operations,7,3,Medical,1,1608,2,Female,3,5,Research Director,4,Married,"₹ 44,872",3-6 LPA,280.45,0,Y,Yes,14,3,4,80,1,23,4,2,22,7,1,10
VK2500,44,36-45,No,Travel-Frequently,602,Human Resources,1,5,Human Resources,1,1642,1,Male,3,2,Human Resources,4,Married,"₹ 47,197",3-6 LPA,294.98,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2
VK2690,44,36-45,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,3,Female,3,1,Human Resources,4,Married,"₹ 56,180",6-10 LPA,351.12,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2
VK3120,44,36-45,No,Travel_Rarely,921,Operations,2,3,Life Sciences,1,1703,3,Female,4,3,Healthcare Representative,4,Married,"₹ 24,710",0-3 LPA,154.44,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7
VK3350,44,36-45,Yes,Travel-Frequently,429,Operations,1,2,Medical,1,1792,3,Male,3,1,Research Scientist,2,Single,"₹ 30,486",3-6 LPA,190.54,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3
VK4080,44,36-45,No,Travel_Rarely,170,Operations,1,4,Life Sciences,1,1903,2,Male,4,2,Healthcare Representative,1,Married,"₹ 72,907",6-10 LPA,455.67,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2
VK4530,44,36-45,No,Travel_Rarely,1037,Operations,1,3,Medical,1,2020,2,Male,3,1,Research Scientist,4,Single,"₹ 72,895",6-10 LPA,455.59,6,Y,Yes,12,3,3,80,0,6,2,3,4,3,1,2
VK5050,45,36-45,No,Travel_Rarely,1339,Operations,7,3,Life Sciences,1,86,2,Male,3,3,Research Scientist,1,Married,"₹ 65,435",6-10 LPA,408.97,2,Y,No,17,3,3,80,1,25,2,3,1,0,0,0
VK5650,45,36-45,No,Travel_Rarely,193,Operations,6,4,Other,1,101,4,Male,3,3,Research Director,1,Married,"₹ 41,631",3-6 LPA,260.19,4,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,
VK6040,45,36-45,No,Travel_Rarely,1316,Operations,29,3,Medical,1,192,3,Male,3,1,Research Scientist,4,Single,"₹ 21,103",0-3 LPA,131.89,5,Y,No,13,3,2,80,0,9,2,2,6,5,0,
VK6260,45,36-45,No,Travel_Rarely,194,Operations,9,3,Life Sciences,1,206,2,Male,3,2,Laboratory Technician,2,Married,"₹ 65,772",6-10 LPA,411.08,8,Y,No,18,3,3,80,1,20,2,1,17,9,0,15
VK6970,45,36-45,No,Travel_Rarely,1268,IT,4,2,Life Sciences,1,240,3,Female,3,2,Sales Executive,1,Married,"₹ 15,382",0-3 LPA,96.14,4,Y,Yes,11,3,1,80,1,9,3,4,5,4,0,3
VK7140,45,36-45,No,Non-Travel,1195,Operations,2,2,Medical,1,264,1,Male,2,4,Manager,4,Married,"₹ 85,291",10+ LPA,533.07,9,Y,No,23,4,4,80,1,22,1,3,20,8,11,8
VK7190,45,36-45,No,Non-Travel,1052,IT,6,3,Medical,1,302,4,Female,2,3,Sales Executive,4,Single,"₹ 4,756",0-3 LPA,29.72,6,Y,No,12,3,4,80,0,23,2,3,19,7,12,8
VK7560,45,36-45,No,Travel_Rarely,252,Operations,1,3,Other,1,336,3,Male,4,5,Manager,4,Married,"₹ 21,609",0-3 LPA,135.06,0,Y,No,11,3,3,80,1,25,2,3,24,0,1,7
VK7600,45,36-45,No,Travel-Frequently,1199,Operations,7,4,Life Sciences,1,341,1,Male,4,2,Manufacturing Director,3,Married,"₹ 17,478",0-3 LPA,109.24,4,Y,No,17,3,4,80,1,9,1,3,3,2,0,
VK8060,45,36-45,No,Travel_Rarely,1385,Operations,20,2,Medical,1,372,3,Male,3,4,Healthcare Representative,4,Married,"₹ 40,666",3-6 LPA,254.16,0,Y,Yes,14,3,2,80,0,21,2,3,20,7,4,10
VK8550,45,36-45,No,Travel-Frequently,1249,Operations,7,3,Life Sciences,1,425,1,Male,3,3,Laboratory Technician,1,Single,"₹ 76,683",6-10 LPA,479.27,1,Y,No,18,3,1,80,1,24,2,3,24,9,9,11
VK9140,45,36-45,No,Travel_Rarely,549,Operations,8,4,Other,1,452,4,Male,3,2,Research Scientist,4,Married,"₹ 72,315",6-10 LPA,451.97,9,Y,No,14,3,1,80,2,12,3,3,10,9,9,8
VK9370,45,36-45,No,Travel_Rarely,192,Operations,10,2,Life Sciences,1,544,1,Male,3,1,Research Scientist,4,Married,"₹ 78,834",6-10 LPA,492.71,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,
VK10350,45,36-45,No,Travel_Rarely,561,IT,2,3,Other,1,606,4,Male,3,2,Sales Executive,2,Married,"₹ 15,153",0-3 LPA,94.71,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7
VK10380,45,36-45,Yes,Travel-Frequently,306,IT,26,4,Life Sciences,1,684,1,Female,3,2,Sales Executive,1,Married,"₹ 77,325",6-10 LPA,483.28,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0
VK10930,45,36-45,No,Travel_Rarely,954,IT,2,2,Technical Degree,1,783,2,Male,1,2,Sales Representative,3,Single,"₹ 13,999",0-3 LPA,87.49,0,Y,No,13,3,1,80,0,9,3,3,8,7,3,1
VK11000,45,36-45,No,Travel_Rarely,252,Operations,2,3,Life Sciences,1,834,2,Female,2,1,Research Scientist,3,Single,"₹ 56,318",6-10 LPA,351.99,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0
VK11430,45,36-45,No,Travel_Rarely,930,IT,9,3,Marketing,1,864,4,Male,3,3,Sales Executive,1,Married,"₹ 1,814",0-3 LPA,11.34,4,Y,Yes,12,3,3,80,1,18,2,3,5,4,0,2
VK11440,45,36-45,No,Non-Travel,805,Operations,4,2,Life Sciences,1,972,3,Male,3,2,Laboratory Technician,2,Married,"₹ 77,077",6-10 LPA,481.73,1,Y,No,12,3,2,80,0,9,5,2,9,7,0,8
VK11610,45,36-45,No,Travel_Rarely,974,Operations,1,4,Medical,1,996,4,Female,3,1,Laboratory Technician,4,Married,"₹ 91,474",10+ LPA,571.71,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2
VK12220,45,36-45,No,Non-Travel,248,Operations,23,2,Life Sciences,1,1002,4,Male,3,2,Laboratory Technician,1,Married,"₹ 3,443",0-3 LPA,21.52,1,Y,Yes,15,3,3,80,1,9,2,3,9,8,0,8
VK12260,45,36-45,No,Travel_Rarely,1234,IT,11,2,Life Sciences,1,1045,4,Female,3,4,Manager,4,Married,"₹ 76,993",6-10 LPA,481.21,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1
VK12440,45,36-45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,1049,2,Male,3,1,Human Resources,2,Single,"₹ 76,916",6-10 LPA,480.72,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4
VK13150,45,36-45,No,Non-Travel,1050,IT,9,4,Life Sciences,1,1117,2,Female,2,2,Sales Executive,3,Married,"₹ 74,319",6-10 LPA,464.49,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12
VK13470,45,36-45,No,Travel_Rarely,1457,Operations,7,3,Medical,1,1195,1,Female,3,1,Research Scientist,3,Married,"₹ 18,368",0-3 LPA,114.8,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2
VK13630,45,36-45,Yes,Travel_Rarely,1449,IT,2,3,Marketing,1,1277,1,Female,1,5,Manager,2,Single,"₹ 16,328",0-3 LPA,102.05,2,Y,Yes,16,3,1,80,0,26,2,3,24,10,1,11
